,0
130534,think
130535,legal
130536,reserves
130537,obviously
130538,always
130539,uncertainty
130540,prudent
130541,controls
130542,disciplines
130543,getting
130544,long
130545,think
130546,balance
130547,sheet
130548,strong
130549,really
130550,need
130551,generating
130552,capital
130553,less
130554,merger
130555,costs
130556,costs
130557,going
130558,forward
130559,retained
130560,earnings
130561,going
130562,quickly
130563,expect
130564,modest
130565,increases
130566,risk
130567,rate
130568,assets
130569,risk
130570,profile
130571,going
130572,shows
130573,allocate
130574,capital
130575,line
130576,made
130577,modest
130578,changes
130579,think
130580,philosophically
130581,important
130582,understand
130583,think
130584,company
130585,kind
130586,company
130587,would
130588,stand
130589,important
130590,financial
130591,companies
130592,properly
130593,look
130594,capital
130595,return
130596,capitals
130597,kind
130598,done
130599,detailed
130600,see
130601,obviously
130602,consolidated
130603,key
130604,give
130605,little
130606,detail
130607,tangible
130608,capital
130609,capital
130610,equity
130611,minus
130612,intangibles
130613,want
130614,point
130615,going
130616,forward
130617,intangibles
130618,including
130619,goodwill
130620,included
130621,lines
130622,reason
130623,back
130624,basically
130625,bank
130626,one
130627,acquisition
130628,allocated
130629,big
130630,chunks
130631,goodwill
130632,various
130633,parts
130634,company
130635,based
130636,upon
130637,purchase
130638,accounted
130639,purchase
130640,accounted
130641,going
130642,forward
130643,really
130644,also
130645,expect
130646,return
130647,lot
130648,detail
130649,support
130650,feel
130651,free
130652,call
130653,mike
130654,julia
130655,want
130656,get
130657,going
130658,forward
130659,deliberate
130660,look
130661,allocate
130662,give
130663,quick
130664,note
130665,example
130666,investment
130667,bank
130668,billion
130669,internal
130670,measures
130671,show
130672,need
130673,little
130674,bit
130675,less
130676,economics
130677,net
130678,assets
130679,net
130680,assets
130681,assets
130682,minus
130683,match
130684,book
130685,stock
130686,card
130687,managed
130688,put
130689,fairly
130690,conservative
130691,kind
130692,everybody
130693,else
130694,tier
130695,direct
130696,competitor
130697,comparisons
130698,think
130699,good
130700,big
130701,changes
130702,card
130703,went
130704,little
130705,less
130706,billion
130707,commercial
130708,bank
130709,little
130710,less
130711,billion
130712,obviously
130713,changes
130714,returns
130715,little
130716,go
130717,page
130718,going
130719,give
130720,comments
130721,business
130722,think
130723,might
130724,notice
130725,changed
130726,aspirations
130727,saying
130728,best
130729,class
130730,forecasts
130731,simply
130732,recognition
130733,trying
130734,earn
130735,think
130736,roe
130737,cycle
130738,think
130739,important
130740,statement
130741,mean
130742,cycle
130743,obviously
130744,major
130745,trends
130746,happen
130747,would
130748,imply
130749,investment
130750,bank
130751,lot
130752,better
130753,best
130754,times
130755,acknowledgement
130756,possibly
130757,worse
130758,worst
130759,think
130760,working
130761,hard
130762,get
130763,implication
130764,wo
130765,lot
130766,investing
130767,lot
130768,things
130769,pretty
130770,comfortable
130771,building
130772,good
130773,investment
130774,forward
130775,ib
130776,feed
130777,pipeline
130778,looks
130779,think
130780,true
130781,whole
130782,mentioned
130783,trading
130784,revenues
130785,billion
130786,expect
130787,better
130788,next
130789,year
130790,hopefully
130791,less
130792,look
130793,billion
130794,two
130795,great
130796,quarters
130797,two
130798,good
130799,think
130800,good
130801,news
130802,added
130803,diversified
130804,trading
130805,added
130806,happy
130807,year
130808,year
130809,results
130810,obviously
130811,volatility
130812,added
130813,mortgages
130814,continue
130815,leader
130816,derivatives
130817,credit
130818,interest
130819,rates
130820,going
130821,continue
130822,build
130823,think
130824,better
130825,next
130826,year
130827,less
130828,volatile
130829,partially
130830,errors
130831,simply
130832,wo
130833,take
130834,place
130835,credit
130836,portfolio
130837,acknowledge
130838,models
130839,million
130840,approximately
130841,million
130842,benefit
130843,taking
130844,loan
130845,loss
130846,expect
130847,go
130848,expect
130849,wo
130850,go
130851,way
130852,back
130853,normal
130854,make
130855,estimates
130856,credit
130857,cost
130858,year
130859,anywhere
130860,basis
130861,points
130862,depending
130863,really
130864,think
130865,going
130866,happen
130867,credit
130868,cycle
130869,expect
130870,comp
130871,revenues
130872,think
130873,pretty
130874,appropriate
130875,versus
130876,want
130877,mention
130878,couple
130879,quick
130880,things
130881,number
130882,little
130883,bit
130884,higher
130885,see
130886,putting
130887,investment
130888,bank
130889,things
130890,investment
130891,bank
130892,paying
130893,comp
130894,directly
130895,made
130896,adjustments
130897,since
130898,run
130899,company
130900,differently
130901,investment
130902,banks
130903,numbers
130904,adjusted
130905,really
130906,credit
130907,portfolio
130908,lot
130909,expenses
130910,paid
130911,corporate
130912,bonuses
130913,paid
130914,would
130915,paid
130916,incentive
130917,comp
130918,line
130919,investment
130920,number
130921,would
130922,closer
130923,comparable
130924,basis
130925,important
130926,angles
130927,number
130928,competitive
130929,competitive
130930,win
130931,business
130932,shareholders
130933,mention
130934,sometimes
130935,want
130936,make
130937,sure
130938,willing
130939,able
130940,pay
130941,performers
130942,yes
130943,hopefully
130944,consistency
130945,accrue
130946,number
130947,going
130948,want
130949,point
130950,really
130951,look
130952,economics
130953,business
130954,look
130955,economics
130956,little
130957,bit
130958,differently
130959,kind
130960,gaap
130961,public
130962,reporting
130963,probably
130964,best
130965,benchmark
130966,give
130967,investment
130968,bank
130969,also
130970,making
130971,investments
130972,lot
130973,show
130974,comp
130975,sales
130976,people
130977,traders
130978,investment
130979,bankers
130980,also
130981,systems
130982,programmers
130983,work
130984,think
130985,going
130986,make
130987,far
130988,efficient
130989,bank
130990,going
130991,end
130992,next
130993,also
130994,bunch
130995,changes
130996,giving
130997,roe
130998,target
130999,consolidated
131000,retail
131001,business
131002,going
131003,set
131004,community
131005,banking
131006,segment
131007,actually
131008,see
131009,first
131010,time
131011,first
131012,quarter
131013,way
131014,could
131015,figure
131016,make
131017,actually
131018,comparable
131019,everybody
131020,investor
131021,day
131022,february
131023,charlie
131024,scharf
131025,give
131026,lot
131027,detail
131028,comparable
131029,basis
131030,would
131031,expect
131032,overhead
131033,ratio
131034,ex
131035,amortization
131036,certain
131037,intangibles
131038,determined
131039,little
131040,bit
131041,much
131042,aggressively
131043,branch
131044,build
131045,long
131046,continue
131047,build
131048,lot
131049,branches
131050,number
131051,probably
131052,little
131053,bit
131054,higher
131055,give
131056,numbers
131057,mortgage
131058,auto
131059,going
131060,roe
131061,would
131062,put
131063,mortgage
131064,one
131065,auto
131066,looking
131067,forward
131068,next
131069,year
131070,expect
131071,nii
131072,lot
131073,moving
131074,parts
131075,higher
131076,volumes
131077,certain
131078,asset
131079,categories
131080,certain
131081,loans
131082,expect
131083,higher
131084,volumes
131085,deposits
131086,expect
131087,deposit
131088,margin
131089,pressure
131090,long
131091,rates
131092,stay
131093,low
131094,expect
131095,fee
131096,revenue
131097,might
131098,noticed
131099,credit
131100,card
131101,sales
131102,loans
131103,debit
131104,cards
131105,checking
131106,accounts
131107,expect
131108,fee
131109,revenue
131110,expect
131111,msr
131112,risk
131113,management
131114,want
131115,point
131116,hope
131117,volatile
131118,number
131119,easily
131120,moves
131121,million
131122,quarter
131123,expect
131124,stable
131125,assuming
131126,healthy
131127,environment
131128,expenses
131129,modestly
131130,think
131131,pretty
131132,good
131133,continuing
131134,lot
131135,refurbishing
131136,branches
131137,adding
131138,atms
131139,adding
131140,sales
131141,people
131142,adding
131143,loan
131144,adding
131145,bankers
131146,offsetting
131147,lot
131148,additional
131149,efficiencies
131150,hopefully
131151,set
131152,us
131153,good
131154,stead
131155,credit
131156,card
131157,business
131158,think
131159,roe
131160,approximately
131161,right
131162,plus
131163,minus
131164,think
131165,number
131166,look
131167,cycle
131168,also
131169,meaning
131170,good
131171,times
131172,could
131173,think
131174,would
131175,put
131176,last
131177,year
131178,year
131179,lot
131180,folks
131181,good
131182,times
131183,low
131184,interest
131185,rates
131186,relatively
131187,benign
131188,time
131189,going
131190,probably
131191,change
131192,targets
131193,really
131194,gross
131195,number
131196,look
131197,return
131198,assets
131199,lot
131200,businesses
131201,spend
131202,businesses
131203,merchant
131204,processing
131205,business
131206,going
131207,give
131208,little
131209,bit
131210,detail
131211,talk
131212,february
131213,still
131214,think
131215,roughly
131216,good
131217,measure
131218,roughly
131219,good
131220,point
131221,mike
131222,mentioned
131223,also
131224,fully
131225,expect
131226,part
131227,due
131228,continuous
131229,spend
131230,businesses
131231,part
131232,rates
131233,competitive
131234,cycle
131235,hope
131236,get
131237,sometime
131238,two
131239,major
131240,waves
131241,running
131242,business
131243,think
131244,models
131245,talking
131246,min
131247,pay
131248,bankruptcy
131249,surge
131250,give
131251,us
131252,approximate
131253,guess
131254,million
131255,first
131256,two
131257,quarters
131258,pay
131259,even
131260,rougher
131261,estimate
131262,probably
131263,negative
131264,last
131265,two
131266,quarters
131267,move
131268,give
131269,detail
131270,fact
131271,know
131272,also
131273,continue
131274,little
131275,generally
131276,things
131277,generally
131278,effect
131279,reserves
131280,possibly
131281,lot
131282,since
131283,reserves
131284,looking
131285,forward
131286,going
131287,pretty
131288,big
131289,swings
131290,bankruptcy
131291,law
131292,change
131293,benefit
131294,us
131295,possibly
131296,even
131297,min
131298,pay
131299,going
131300,expect
131301,outstanding
131302,charge
131303,volume
131304,hope
131305,keep
131306,environment
131307,way
131308,min
131309,pay
131310,bankruptcy
131311,underlying
131312,credit
131313,costs
131314,continue
131315,good
131316,even
131317,assume
131318,flat
131319,losses
131320,would
131321,little
131322,increase
131323,modestly
131324,sears
131325,acquisition
131326,little
131327,bit
131328,marketing
131329,also
131330,caution
131331,please
131332,take
131333,time
131334,go
131335,mike
131336,mentioned
131337,accounting
131338,adjustments
131339,gone
131340,fully
131341,accounted
131342,regular
131343,expenses
131344,show
131345,equity
131346,accounting
131347,basically
131348,return
131349,investment
131350,shows
131351,income
131352,therefore
131353,distorting
131354,lines
131355,going
131356,try
131357,break
131358,simple
131359,kind
131360,banking
131361,overhead
131362,ration
131363,mentioned
131364,think
131365,maybe
131366,road
131367,even
131368,better
131369,think
131370,pretty
131371,good
131372,chance
131373,end
131374,expect
131375,growth
131376,loans
131377,liabilities
131378,started
131379,see
131380,pretty
131381,healthy
131382,almost
131383,categories
131384,fourth
131385,costs
131386,go
131387,positive
131388,negative
131389,use
131390,estimates
131391,think
131392,going
131393,happen
131394,probably
131395,little
131396,page
131397,treasury
131398,security
131399,reset
131400,pretax
131401,margin
131402,also
131403,caution
131404,say
131405,investing
131406,numbers
131407,assuming
131408,real
131409,investments
131410,think
131411,looking
131412,mix
131413,business
131414,detailed
131415,level
131416,achievable
131417,sometime
131418,either
131419,late
131420,good
131421,growth
131422,liability
131423,balances
131424,custody
131425,balances
131426,trust
131427,balances
131428,expect
131429,continue
131430,drive
131431,noninterest
131432,expense
131433,base
131434,stable
131435,even
131436,grow
131437,spend
131438,lot
131439,money
131440,asset
131441,wealth
131442,also
131443,reset
131444,margins
131445,versus
131446,also
131447,look
131448,due
131449,hope
131450,achieve
131451,end
131452,think
131453,inflows
131454,continue
131455,drive
131456,revenue
131457,growth
131458,long
131459,market
131460,flat
131461,long
131462,market
131463,stays
131464,flat
131465,increasing
131466,expenses
131467,little
131468,think
131469,opportunity
131470,grow
131471,assets
131472,management
131473,products
131474,private
131475,bankers
131476,private
131477,client
131478,bankers
131479,making
131480,investments
131481,also
131482,give
131483,real
131484,detailed
131485,numbers
131486,back
131487,brown
131488,distort
131489,numbers
131490,revenues
131491,expenses
131492,mike
131493,mentioned
131494,private
131495,equity
131496,million
131497,know
131498,private
131499,equity
131500,also
131501,little
131502,bit
131503,market
131504,think
131505,million
131506,quarter
131507,revenues
131508,zero
131509,could
131510,could
131511,important
131512,thing
131513,mention
131514,look
131515,numbers
131516,mike
131517,shown
131518,little
131519,bit
131520,think
131521,full
131522,year
131523,number
131524,tax
131525,expenses
131526,million
131527,billion
131528,would
131529,call
131530,aggressive
131531,assumption
131532,really
131533,want
131534,earn
131535,think
131536,good
131537,estimate
131538,obviously
131539,could
131540,little
131541,bit
131542,better
131543,number
131544,equity
131545,investments
131546,going
131547,coming
131548,mentioned
131549,lot
131550,corporate
131551,big
131552,negative
131553,going
131554,split
131555,two
131556,give
131557,lot
131558,detail
131559,want
131560,ought
131561,call
131562,mike
131563,julia
131564,take
131565,lot
131566,detail
131567,treasury
131568,think
131569,banks
131570,numbers
131571,show
131572,noninterest
131573,income
131574,noninterest
131575,expense
131576,corporate
131577,portion
131578,funds
131579,bank
131580,treasury
131581,nii
131582,negative
131583,think
131584,get
131585,better
131586,million
131587,retention
131588,capital
131589,price
131590,funds
131591,transfer
131592,pricing
131593,exit
131594,around
131595,run
131596,rate
131597,billion
131598,expect
131599,number
131600,continue
131601,improve
131602,gradually
131603,couple
131604,years
131605,number
131606,always
131607,little
131608,bit
131609,lumpy
131610,depending
131611,finance
131612,company
131613,come
131614,zero
131615,years
131616,corporate
131617,expense
131618,think
131619,retained
131620,unallocated
131621,expense
131622,vacant
131623,real
131624,estate
131625,unused
131626,data
131627,centers
131628,unallocated
131629,corporate
131630,expense
131631,either
131632,benefits
131633,costs
131634,unallocated
131635,pension
131636,corporate
131637,assets
131638,corporate
131639,number
131640,negative
131641,billion
131642,think
131643,get
131644,better
131645,continue
131646,get
131647,better
131648,become
131649,efficient
131650,go
131651,think
131652,number
131653,negative
131654,couple
131655,hundred
131656,million
131657,dollars
131658,unallocated
131659,always
131660,little
131661,bit
131662,lumpy
131663,taxes
131664,whole
131665,bunch
131666,things
131667,run
131668,company
131669,books
131670,objective
131671,create
131672,far
131673,efficiency
131674,think
131675,whole
131676,management
131677,team
131678,devoted
131679,think
131680,realize
131681,important
131682,page
131683,mention
131684,two
131685,shows
131686,things
131687,plate
131688,tech
131689,ops
131690,scheduled
131691,tristate
131692,jp
131693,morgan
131694,chase
131695,retail
131696,wholesale
131697,systems
131698,bank
131699,one
131700,wholesale
131701,retail
131702,systems
131703,visa
131704,cuts
131705,across
131706,multiple
131707,platforms
131708,like
131709,divided
131710,two
131711,retail
131712,happen
131713,third
131714,quarter
131715,well
131716,way
131717,lot
131718,work
131719,get
131720,confident
131721,get
131722,done
131723,wholesale
131724,piece
131725,really
131726,think
131727,whole
131728,side
131729,cash
131730,management
131731,ts
131732,corporate
131733,related
131734,system
131735,obviously
131736,global
131737,large
131738,split
131739,done
131740,lot
131741,prework
131742,already
131743,pretty
131744,comfortable
131745,get
131746,things
131747,thing
131748,want
131749,mention
131750,lot
131751,plate
131752,comfort
131753,accomplish
131754,think
131755,coming
131756,company
131757,begin
131758,developing
131759,better
131760,platforms
131761,conversions
131762,accomplishing
131763,last
131764,year
131765,half
131766,really
131767,fabulous
131768,retail
131769,systems
131770,wholesale
131771,systems
131772,trading
131773,systems
131774,risk
131775,systems
131776,data
131777,centers
131778,networks
131779,continue
131780,drive
131781,lean
131782,efficient
131783,innovation
131784,growth
131785,going
131786,page
131787,sum
131788,balance
131789,sheet
131790,getting
131791,think
131792,better
131793,capital
131794,generation
131795,going
131796,think
131797,expense
131798,control
131799,good
131800,investing
131801,shareholder
131802,always
131803,worried
131804,people
131805,investing
131806,future
131807,investing
131808,growth
131809,think
131810,getting
131811,better
131812,expense
131813,control
131814,still
131815,think
131816,got
131817,strong
131818,management
131819,teams
131820,strong
131821,management
131822,disciplined
131823,open
131824,conversations
131825,open
131826,lot
131827,sharing
131828,information
131829,certainly
131830,feel
131831,franchise
131832,happy
131833,would
131834,tell
131835,lot
131836,promise
131837,owe
131838,lot
131839,performance
131840,made
131841,tremendous
131842,progress
131843,conversions
131844,technology
131845,hope
131846,seen
131847,chase
131848,commercials
131849,card
131850,rolled
131851,new
131852,brands
131853,lot
131854,york
131855,sometime
131856,think
131857,start
131858,kind
131859,june
131860,year
131861,go
131862,end
131863,still
131864,lot
131865,work
131866,comfortable
131867,building
131868,real
131869,superior
131870,company
131871,stop
131872,open
131873,floor
131874,questions
131875,mike
131876,hey
131877,guy
131878,like
131879,said
131880,good
131881,news
131882,really
131883,done
131884,think
131885,lot
131886,management
131887,risk
131888,lot
131889,would
131890,reduction
131891,risk
131892,going
131893,forward
131894,really
131895,looking
131896,things
131897,wo
131898,adding
131899,asset
131900,backs
131901,mortgages
131902,energy
131903,eventually
131904,portfolio
131905,effect
131906,build
131907,things
131908,ca
131909,promise
131910,going
131911,happen
131912,next
131913,like
131914,even
131915,energy
131916,side
131917,far
131918,exceeded
131919,expectations
131920,obviously
131921,good
131922,number
131923,third
131924,quarter
131925,gave
131926,back
131927,fourth
131928,going
131929,continue
131930,relentlessly
131931,build
131932,systems
131933,people
131934,trading
131935,extraordinary
131936,folks
131937,capabilities
131938,continue
131939,build
131940,yes
131941,disappointed
131942,management
131943,team
131944,understands
131945,one
131946,goals
131947,reduce
131948,look
131949,billion
131950,year
131951,would
131952,like
131953,increase
131954,course
131955,year
131956,reduce
131957,volatility
131958,think
131959,heard
131960,us
131961,mention
131962,quarter
131963,prior
131964,quarters
131965,large
131966,trades
131967,went
131968,sour
131969,wo
131970,repeat
131971,kinds
131972,trades
131973,yes
131974,first
131975,lot
131976,moving
131977,capital
131978,retention
131979,treasury
131980,fact
131981,ftp
131982,pricing
131983,know
131984,flip
131985,side
131986,hurting
131987,businesses
131988,know
131989,going
131990,forward
131991,ftp
131992,transfer
131993,pricings
131994,roll
131995,roll
131996,cheaper
131997,rates
131998,treasury
131999,kind
132000,bet
132001,guessing
132002,taking
132003,little
132004,bit
132005,take
132006,bond
132007,losses
132008,enhance
132009,future
132010,returns
132011,whatever
132012,investments
132013,little
132014,bit
132015,things
132016,driving
132017,number
132018,even
132019,things
132020,like
132021,liquidation
132022,excess
132023,real
132024,estate
132025,help
132026,nii
132027,little
132028,bit
132029,lot
132030,moving
132031,parts
132032,obviously
132033,frank
132034,working
132035,hope
132036,frank
132037,make
132038,better
132039,working
132040,across
132041,board
132042,want
132043,double
132044,count
132045,lot
132046,bag
132047,merger
132048,saves
132049,consolidation
132050,systems
132051,closing
132052,sale
132053,real
132054,already
132055,liquidated
132056,millions
132057,square
132058,feet
132059,real
132060,estate
132061,signed
132062,deals
132063,liquidate
132064,number
132065,putting
132066,cart
132067,front
132068,think
132069,lot
132070,number
132071,happen
132072,yes
132073,billion
132074,corporate
132075,treasury
132076,next
132077,year
132078,billion
132079,operating
132080,loss
132081,year
132082,hope
132083,gradually
132084,improving
132085,lower
132086,run
132087,rate
132088,next
132089,year
132090,precise
132091,number
132092,exit
132093,rate
132094,yes
132095,one
132096,pretax
132097,one
132098,tax
132099,take
132100,account
132101,think
132102,compression
132103,little
132104,bit
132105,rising
132106,rates
132107,increasing
132108,part
132109,portfolio
132110,teaser
132111,rate
132112,low
132113,rate
132114,balances
132115,still
132116,still
132117,think
132118,effective
132119,way
132120,market
132121,remember
132122,number
132123,hand
132124,believe
132125,starts
132126,level
132127,think
132128,stable
132129,maybe
132130,little
132131,bit
132132,worse
132133,mostly
132134,depends
132135,competition
132136,yield
132137,curve
132138,yes
132139,running
132140,week
132141,versus
132142,normal
132143,said
132144,may
132145,put
132146,contractual
132147,benefit
132148,contractual
132149,benefit
132150,runs
132151,line
132152,accelerated
132153,bankruptcies
132154,last
132155,think
132156,accelerated
132157,portion
132158,last
132159,kind
132160,gross
132161,estimate
132162,number
132163,obviously
132164,looking
132165,weekly
132166,bankruptcies
132167,every
132168,week
132169,kind
132170,continued
132171,way
132172,november
132173,december
132174,seen
132175,week
132176,number
132177,yet
132178,yes
132179,break
132180,giving
132181,total
132182,number
132183,obviously
132184,lot
132185,running
132186,bankruptcy
132187,side
132188,min
132189,pay
132190,hate
132191,use
132192,word
132193,guess
132194,mostly
132195,guess
132196,affects
132197,portion
132198,relates
132199,everybody
132200,else
132201,treats
132202,min
132203,pay
132204,think
132205,know
132206,min
132207,pay
132208,relates
132209,occ
132210,banks
132211,rolling
132212,different
132213,program
132214,rolling
132215,different
132216,tried
132217,gave
132218,kind
132219,best
132220,guess
132221,point
132222,think
132223,think
132224,giving
132225,think
132226,best
132227,guess
132228,point
132229,possibly
132230,little
132231,bit
132232,would
132233,call
132234,dramatic
132235,releveraging
132236,manage
132237,portfolio
132238,would
132239,could
132240,happens
132241,lot
132242,things
132243,happen
132244,yes
132245,might
132246,got
132247,manage
132248,interest
132249,rate
132250,exposure
132251,future
132252,opportunity
132253,flip
132254,side
132255,lost
132256,year
132257,like
132258,said
132259,multiple
132260,factors
132261,going
132262,tell
132263,exactly
132264,happens
132265,without
132266,lot
132267,would
132268,happen
132269,without
132270,yes
132271,say
132272,anyone
132273,ask
132274,estimate
132275,think
132276,happen
132277,first
132278,two
132279,quarters
132280,bankruptcy
132281,continue
132282,end
132283,second
132284,quarter
132285,total
132286,betsy
132287,level
132288,running
132289,think
132290,average
132291,million
132292,lower
132293,combination
132294,john
132295,question
132296,contractual
132297,losses
132298,lower
132299,portion
132300,bankruptcies
132301,acceleration
132302,people
132303,otherwise
132304,would
132305,gone
132306,contractually
132307,bankrupt
132308,piece
132309,john
132310,point
132311,also
132312,bankruptcies
132313,combined
132314,effect
132315,would
132316,remember
132317,got
132318,look
132319,forward
132320,provide
132321,roughly
132322,listen
132323,said
132324,first
132325,two
132326,quarters
132327,benefit
132328,slight
132329,negative
132330,third
132331,fourth
132332,roughly
132333,little
132334,change
132335,provision
132336,turns
132337,actual
132338,provision
132339,provision
132340,taken
132341,looking
132342,forward
132343,months
132344,taking
132345,benefit
132346,also
132347,taking
132348,looking
132349,negative
132350,already
132351,know
132352,coming
132353,end
132354,quarter
132355,end
132356,year
132357,mean
132358,think
132359,two
132360,things
132361,ultimately
132362,drive
132363,better
132364,underlying
132365,think
132366,swamped
132367,see
132368,economy
132369,get
132370,much
132371,stronger
132372,much
132373,weaker
132374,going
132375,major
132376,driver
132377,credit
132378,two
132379,two
132380,things
132381,things
132382,like
132383,tip
132384,iceberg
132385,happens
132386,betsy
132387,think
132388,capital
132389,critical
132390,company
132391,deploy
132392,capital
132393,way
132394,finds
132395,productive
132396,things
132397,considered
132398,would
132399,never
132400,tell
132401,answer
132402,question
132403,always
132404,problem
132405,retaining
132406,nothing
132407,think
132408,attractive
132409,thing
132410,always
132411,buy
132412,back
132413,stock
132414,think
132415,attractive
132416,thing
132417,making
132418,investments
132419,investments
132420,systems
132421,branches
132422,marketing
132423,obviously
132424,done
132425,lot
132426,call
132427,smaller
132428,vistara
132429,cazenove
132430,things
132431,make
132432,sense
132433,always
132434,kinds
132435,things
132436,got
132437,tell
132438,specific
132439,getting
132440,question
132441,first
132442,going
132443,comment
132444,gmac
132445,think
132446,always
132447,going
132448,product
132449,set
132450,opportunities
132451,front
132452,right
132453,always
132454,ones
132455,think
132456,best
132457,interest
132458,never
132459,say
132460,opportunities
132461,always
132462,said
132463,put
132464,lot
132465,time
132466,organic
132467,like
132468,six
132469,businesses
132470,think
132471,natural
132472,fit
132473,aid
132474,help
132475,compliment
132476,looking
132477,new
132478,product
132479,line
132480,per
132481,say
132482,answer
132483,question
132484,answer
132485,second
132486,question
132487,think
132488,value
132489,risk
132490,bounces
132491,around
132492,time
132493,know
132494,imperfect
132495,going
132496,take
132497,things
132498,go
132499,make
132500,bad
132501,single
132502,point
132503,number
132504,risk
132505,bad
132506,number
132507,think
132508,actually
132509,represents
132510,happens
132511,mathematically
132512,accurate
132513,say
132514,var
132515,goes
132516,results
132517,go
132518,going
132519,could
132520,opposite
132521,also
132522,noticed
132523,something
132524,quite
132525,clear
132526,var
132527,go
132528,two
132529,bad
132530,quarters
132531,think
132532,virtually
132533,unrelated
132534,except
132535,one
132536,two
132537,trades
132538,mike
132539,think
132540,question
132541,want
132542,take
132543,going
132544,build
132545,businesses
132546,therefore
132547,time
132548,taking
132549,aggregate
132550,got
132551,proper
132552,portfolio
132553,actually
132554,proper
132555,diversified
132556,portfolio
132557,portfolio
132558,effect
132559,really
132560,dramatically
132561,reduce
132562,think
132563,see
132564,trading
132565,houses
132566,real
132567,question
132568,want
132569,get
132570,right
132571,return
132572,want
132573,get
132574,paid
132575,risk
132576,take
132577,want
132578,combination
132579,things
132580,time
132581,probably
132582,see
132583,likely
132584,going
132585,hopefully
132586,intelligently
132587,get
132588,paid
132589,yes
132590,think
132591,sure
132592,cause
132593,lot
132594,branch
132595,plans
132596,really
132597,positions
132598,various
132599,markets
132600,lot
132601,markets
132602,expanded
132603,grown
132604,moved
132605,clients
132606,moving
132607,years
132608,kind
132609,acceleration
132610,makes
132611,competitive
132612,competitive
132613,think
132614,event
132615,price
132616,leader
132617,markets
132618,might
132619,give
132620,discretion
132621,locally
132622,deal
132623,obviously
132624,look
132625,branch
132626,million
132627,capital
132628,branch
132629,break
132630,even
132631,marginal
132632,basis
132633,months
132634,start
132635,giving
132636,real
132637,return
132638,months
132639,good
132640,investments
132641,continue
132642,long
132643,think
132644,making
132645,good
132646,investments
132647,puts
132648,us
132649,better
132650,competitive
132651,position
132652,rather
132653,worse
132654,competitive
132655,formidable
132656,competitor
132657,understand
132658,question
132659,official
132660,response
132661,acquisitions
132662,always
132663,comment
132664,obviously
132665,talking
132666,consumer
132667,side
132668,wholesale
132669,side
132670,wholesale
132671,side
132672,saw
132673,us
132674,something
132675,like
132676,cazenove
132677,think
132678,intelligent
132679,joint
132680,venture
132681,really
132682,help
132683,position
132684,fact
132685,across
132686,continental
132687,things
132688,like
132689,come
132690,yes
132691,would
132692,interested
132693,acquisitive
132694,mode
132695,right
132696,would
132697,never
132698,say
132699,never
132700,anything
132701,like
132702,actually
132703,would
132704,throw
132705,back
132706,analyst
132707,one
132708,supposed
132709,answer
132710,look
132711,normal
132712,cycle
132713,credit
132714,costs
132715,say
132716,corporate
132717,loans
132718,okay
132719,large
132720,corporate
132721,discussion
132722,whether
132723,basis
132724,points
132725,even
132726,basis
132727,build
132728,business
132729,using
132730,credit
132731,got
132732,look
132733,returns
132734,best
132735,times
132736,got
132737,benefits
132738,taking
132739,reserves
132740,absolutely
132741,right
132742,worst
132743,times
132744,go
132745,way
132746,think
132747,average
132748,well
132749,worst
132750,times
132751,would
132752,add
132753,manage
132754,try
132755,think
132756,ahead
132757,like
132758,course
132759,year
132760,think
132761,reasonable
132762,thing
132763,people
132764,expect
132765,instead
132766,benefit
132767,taking
132768,loan
132769,loss
132770,reserves
132771,net
132772,cost
132773,company
132774,money
132775,might
132776,necessitate
132777,provision
132778,grow
132779,balance
132780,sheet
132781,new
132782,loans
132783,whether
132784,think
132785,dramatic
132786,change
132787,unless
132788,dramatic
132789,change
132790,environment
132791,dichotomy
132792,credit
132793,today
132794,lot
132795,corporations
132796,lot
132797,strong
132798,corporations
132799,big
132800,corporations
132801,credit
132802,relations
132803,well
132804,great
132805,leverage
132806,buyouts
132807,fallen
132808,angels
132809,things
132810,like
132811,kind
132812,world
132813,right
132814,think
132815,number
132816,one
132817,mentioned
132818,early
132819,wanted
132820,tangible
132821,equity
132822,already
132823,call
132824,basic
132825,risk
132826,control
132827,measure
132828,think
132829,see
132830,slowly
132831,trend
132832,time
132833,former
132834,j
132835,p
132836,morgan
132837,partners
132838,going
132839,investor
132840,still
132841,investing
132842,part
132843,remaining
132844,fund
132845,time
132846,investment
132847,go
132848,equity
132849,partners
132850,investing
132851,money
132852,maybe
132853,slightly
132854,faster
132855,rate
132856,think
132857,expect
132858,billion
132859,slowly
132860,go
132861,cost
132862,basis
132863,balance
132864,sheet
132865,think
132866,referring
132867,already
132868,written
132869,income
132870,like
132871,things
132872,balance
132873,sheet
132874,saying
132875,worth
132876,x
132877,cost
132878,million
132879,realized
132880,really
132881,way
132882,realized
132883,simply
132884,telling
132885,original
132886,purchase
132887,price
132888,higher
132889,comfort
132890,company
132891,went
132892,bubble
132893,burst
132894,people
132895,saying
132896,written
132897,stuff
132898,yes
132899,talking
132900,corporate
132901,expense
132902,treasury
132903,nii
132904,treasury
132905,nii
132906,treasury
132907,nii
132908,basically
132909,think
132910,company
132911,basically
132912,financed
132913,third
132914,parties
132915,outside
132916,like
132917,reason
132918,corporate
132919,benefiting
132920,really
132921,changes
132922,ftp
132923,policies
